question,answer,question_ids,answer_ids
" as umbrellas and raincoats, and diversion devices such as gutters and storm drains that lead rains to sewers. Many people find the scent during and", immediately after rain pleasant,"[345, 62566, 273, 6132, 1512, 1379, 204, 23, 273, 45866, 4398, 963, 345, 42532, 273, 7695, 40532, 325, 1210, 33102, 271, 21639, 358, 204, 25, 4552, 692, 931, 248, 15867, 1365, 273]","[4193, 852, 6132, 12002]"
 rate frigates HMS Andromeda and HMS Laurel which were wrecked on Martinique with heavy loss of life and five other smaller vessels either wrecked, or foundered ,"[2804, 39345, 750, 370, 4244, 899, 397, 12866, 273, 370, 4244, 41395, 585, 646, 22821, 269, 313, 7772, 1446, 335, 4892, 2690, 275, 1063, 273, 2505, 599, 5552, 16399, 2335, 22821, 269]","[379, 1217, 1263, 204]"
", the starfish slowly pries open the prey's shell by wearing out its adductor muscle, and then inserts its everted stomach into the", crack to digest the,"[23, 248, 4177, 12431, 6916, 260, 1670, 1314, 248, 25269, 204, 18, 94, 9341, 431, 6605, 495, 701, 489, 27627, 7138, 204, 23, 273, 832, 38483, 701, 1779, 7287, 9792, 679, 248]","[7652, 271, 11471, 248]"
"6, and they carried out improvement works to The Haven, which resulted in lower water levels at the Black Sluice, and hence more efficient", draining from the South,"[33, 204, 23, 273, 506, 6728, 495, 7750, 2027, 271, 390, 23627, 204, 23, 585, 11717, 272, 3089, 1391, 3193, 388, 248, 3167, 4182, 96, 474, 204, 23, 273, 12526, 520, 5201]","[41128, 427, 248, 2993]"
" Combat Team, 10th Mountain Division was activated at Fort Polk, Louisiana. 2nd Brigade Combat Team, 10th Mountain Division", would not be transformed,"[38072, 5888, 204, 23, 204, 696, 420, 10585, 9952, 398, 17995, 388, 7369, 46973, 204, 23, 18271, 204, 25, 204, 29, 343, 46974, 38072, 5888, 204, 23, 204, 696, 420, 10585, 9952]","[631, 416, 314, 16247]"
", 2006, a week before being sold in stores. Press Play received mixed to positive reviews from critics, and was certified Gold on", the RIAA ratings,"[204, 23, 204, 853, 33, 204, 23, 241, 1356, 996, 1003, 3704, 272, 6260, 204, 25, 5418, 4575, 3245, 7697, 271, 3508, 4272, 427, 18871, 204, 23, 273, 398, 9659, 4305, 313]","[248, 382, 61466, 13848]"
" South Jersey Transportation Authority that would increase tolls 50 %. The latter toll increase took place effective November 18, 2008.", The expressway features,"[2993, 9779, 18040, 13888, 325, 631, 2638, 15099, 94, 204, 1223, 204, 16, 204, 25, 390, 9439, 15099, 2638, 2065, 1237, 3227, 3895, 204, 1121, 204, 23, 204, 853, 35, 204, 25]","[390, 5360, 989, 2360]"
" the Royal Navy Carrier Trials Unit at RNAS Ford, Sussex, until it was sold for scrap on 15 September. The third prototype conducted AS",V Mk.X,"[248, 8829, 13610, 41649, 43867, 12249, 388, 382, 23600, 9745, 204, 23, 36619, 204, 23, 1725, 334, 398, 3704, 312, 15334, 313, 204, 1030, 3278, 204, 25, 390, 2914, 23879, 7819, 8045]","[65, 56388, 25, 67]"
 instinctively looking at a show and knowing if it should be on the air. He could also be ruthless and distant... But Bill was intuitive about both the, business and creative sides,"[57267, 1617, 388, 241, 1049, 273, 6124, 565, 334, 808, 314, 313, 248, 1829, 204, 25, 707, 765, 614, 314, 46913, 273, 16654, 204, 951, 1094, 6216, 398, 19791, 544, 1216, 248]","[1100, 273, 5182, 6778]"
", ring @-@ necked pheasant, and chukar. Other non @-@ native species include the bullfrog ",", brown @","[23, 5444, 204, 43, 24, 43, 5860, 269, 260, 243, 8162, 204, 23, 273, 425, 3611, 270, 204, 25, 4232, 1462, 204, 43, 24, 43, 7863, 6114, 1965, 248, 9781, 60751, 204]","[23, 6537, 204, 43]"
 York. The city of Albany was created three years after Albany County. The charter is the oldest existing city charter still in force in the United States and," "" arguably in","[2798, 204, 25, 390, 2295, 275, 35648, 398, 2870, 1373, 909, 852, 35648, 3402, 204, 25, 390, 21778, 304, 248, 13869, 4683, 2295, 21778, 1102, 272, 4091, 272, 248, 2522, 2941, 273]","[204, 13, 25161, 272]"
